,ID,Applies To,Country,Date Start,Date end intended,Description of measure implemented,Exceptions,Implementing City,Implementing State/Province,Keywords,Quantity,Source,Target city,Target country,Target region,Target state,leaving home,restaurant closure,school closure,travel restriction
809,813,,Mexico,"Mar 13, 2020",,Several major sporting and cultural events canceled or postponed,,,,"event cancellation, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,True,False,False,False
810,814,,Mexico,"Mar 14, 2020",,All sporting and civic events in schools canceled,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,True,False,False,False
811,815,,Mexico,"Mar 20, 2020","Apr 20, 2020","School Easter break extended, i.e. efficiently closing schools",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,False,False,True,False
812,816,,Mexico,"Mar 17, 2020",,Several universities suspended classes ,,,,"cohort isolation, remote schooling",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,False,False,True,False
815,819,,Mexico,"Mar 15, 2020",,Soccer Liga MX suspended,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Mexico,,,,,True,False,False,False
816,820,,Mexico,"Mar 19, 2020",,Temperature screening at Mexico City airport,,,,international traveller screening,,https://mexiconewsdaily.com/news/coronavirus/cdmx-airport-ramps-up-passenger-health-checks/,,,,,False,False,False,True
819,823,,Mexico,"Mar 23, 2020","Apr 20, 2020",Voluntary social distancing program by the Health Ministry commences,,,,social distancing advice,,https://mexiconewsdaily.com/news/coronavirus/maintain-a-healthy-distance-to-avoid-infection/,,,,,True,False,False,False
820,824,,Bulgaria,"Mar 18, 2020",,"The Ministry of Health announced that citizens from a number of countries would be prohibited from entering Bulgaria starting 00:00 on 18 March. These are China, Iran, Bangladesh, India, the Maldives, Nepal, Sri Lanka, Spain, Italy, South Korea, France, Germany, the Netherlands, Switzerland and the United Kingdom.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Bulgaria,,"Bangladesh, China, France, Germany, India, Iran, Italy, Nepal, South Korea, Spain, Sri Lanka, Switzerland, The United Kingdom, the Maldives, the Netherlands",,,False,False,False,True
821,838,,Croatia,"Mar 02, 2020",,"On 2 March, Zagreb Philharmonic Orchestra issued a statement that their joint concert with Filarmomica di Milano conducted by Daniele Gatti, set to be held in Vatroslav Lisinski Concert Hall on 10 March, had been cancelled due to the Italian orchestra coming from the affected Italian area which would've increased the risk of exposure to the virus.",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
822,837,,Croatia,"Mar 16, 2020",,"On 13 March, Prime Minister Plenković announced that all kindergartens, schools and faculties in Croatia would be closed for a fortnight starting on 16 March.",,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,False,False,True,False
823,836,,Croatia,"Mar 13, 2020",,"On 11 March it was announced that kindergartens, schools and faculties in Istria County would be closed from 13 March, with students of the first four grades of primary school keeping up with classes via the TV channel HRT 3 or via Sharepoint from Microsoft Office.",,,,remote schooling,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,False,False,True,False
824,835,,Croatia,"Mar 17, 2020",,"On 17 March, Prime Minister Plenković announced closing shopping centres, some shops, restaurants, cinemas, theatres, reading rooms, libraries, gyms, sports centres, fitness centres, recreation centres, dance schools, children's and other workshops, exhibitions, fairs, nightclubs and discos.",,,,"business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,False,True,False,False
830,839,,Croatia,"Mar 11, 2020",,"On 11 March, the annual music award ceremony Porin, set to be held on 27 March in Centar Zamet in Rijeka, was postponed until further notice.",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
835,830,,Croatia,"Mar 11, 2020",,"On 11 March, Rijeka Film Festival and the Role of Cultural Heritage in Socioeconomic Development and the Preservation of Democratic Values conference were both postponed until further notice.",,,,event cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
836,840,,Croatia,"Mar 11, 2020",,"Archbishop of Zagreb Josip Bozanić supported the removal of holy water from church entrances and handshakes from the Mass, and recommended believers to receive the communion bread from priests into their own hands instead of directly into their mouth. He also recommended believers who had symptoms of respiratory system infection, had visited affected areas, had been in contact with a carrier of the virus, were elderly or suffered from chronic illnesses not to attend the Mass.",,,,public hygiene,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
839,843,,US: Florida,"Mar 17, 2020","Apr 15, 2020",school closure,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,False,False,True,False
840,844,,US: Florida,"Mar 17, 2020",,"bars, nightclubs closures",,,,restaurant limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Florida#Government_response,,,,,False,True,False,False
842,845,,Egypt,"Jan 26, 2020",,Flights from China to Egypt banned,,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Egypt,,China,,,False,False,False,True
843,846,,Egypt,"Mar 19, 2020",,"All air travel suspended, with the exception of outward-bound flights needed by foreign tourists to leave",,,,"international travel ban, outbound traveller ban",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Egypt,,,,,False,False,False,True
844,860,,Egypt,"Mar 20, 2020",,Ministry of Health called for all pilgrims from returning from Saudi Arabia to isolate themselves at home for 14 days,,,,"self-isolation, traveller quarantine, voluntary isolation",,https://www.egypttoday.com/Article/1/82823/Egypt-calls-on-pilgrims-returning-from-Saudi-Arabia-for-self,,,,,False,False,False,True
846,854,,Egypt,"Mar 15, 2020","Mar 29, 2020",All schools and universities closed for two weeks,,,,school closure,,https://www.middleeastmonitor.com/20200314-egypt-shuts-schools-universities-for-two-weeks-as-virus-cases-increase/,,,,,False,False,True,False
850,856,,Egypt,"Mar 08, 2020",,"Temperature sceening of travellers at airports. Reportedly, Asian tourists were screened",,,,international traveller screening,,https://www.egypttoday.com/Article/1/82419/Health-tourism-aviation-ministers-follow-up-anti-COVID-19-measures https://www.middleeastmonitor.com/20200308-in-egypt-only-asian-tourists-get-tested-for-coronavirus/,,,,,False,False,False,True
851,855,,Egypt,"Mar 13, 2020",,"Suspension of flights to and from Khartoum, Sudan",,,,international travel ban,,https://www.middleeastmonitor.com/20200314-egypt-suspends-flights-with-sudan-over-coronavirus-concerns/,,Sudan,,,False,False,False,True
854,850,,Egypt,"Mar 21, 2020","Apr 04, 2020",All mosques and churches closed,,,,religious activity limitations,,https://www.middleeastmonitor.com/20200321-egypt-shuts-mosques-and-churches-over-coronavirus-fears/,,,,,True,False,False,False
856,847,,Egypt,"Mar 19, 2020","Mar 31, 2020","All restarants, cafes, nightclubs and public places closed from 7 PM untill 6 AM",,,,restaurant limitations,,https://www.middleeastmonitor.com/20200319-egypt-to-shut-all-cafes-malls-sports-clubs-in-evenings-till-march-31/,,,,,False,True,False,False
859,,,US:Georgia,"Mar 18, 2020","Apr 01, 2020",school closure,,,,school closure,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,,False,False,True,False
864,,,US:Georgia,"Mar 20, 2020",,many businnesses shutdown and closure of dine-in restaurants and bars ,,,"Atalanta, Brookhaven, Clarkston, Dunwoody","business suspension, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,,False,True,False,False
867,,,US:N Carolina,"Mar 12, 2020",,Several leagues began postponing or suspending their seasons starting March 12,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,,True,False,False,False
868,Copy of Untitled,,US:N Carolina,"Mar 20, 2020",,"On March 11, the University of North Carolina system announced that it would suspend in-person classes, same for Duke University",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,,False,False,True,False
869,Copy of Untitled,,US:N Carolina,"Mar 17, 2020",,state's bars and restaurants to suspend dine-in service,,,,"public announcement, restaurant limitations",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_North_Carolina#Government_response,,,,,False,True,False,False
871,,,US:Georgia,"Mar 20, 2020",,shelter in place,,,"Albany, Athens-Clark county, Bosnia, Dougherty County",social distancing,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,,True,False,False,False
872,,,US:Georgia,"Mar 16, 2020","Mar 30, 2020","Emory University, University of Georgia sytem shut down",,,,"remote schooling, university closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,,False,False,True,False
873,,,US:Georgia,"Mar 16, 2020","Mar 30, 2020",Many school districts in the state of Georgia made the decision to cancel classes for at least two weeks,,,,"remote schooling, school closure",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,,False,False,True,False
875,,,US:Georgia,"Mar 20, 2020",,Several leagues began postponing or suspending their seasons,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Georgia_(U.S._state)#Government_response,,,,,True,False,False,False
876,,,Israel,"Mar 19, 2020",,State of emergency declared. Israelis were not allowed to leave their homes unless absolutely necessary. Essential services would remain open.,,,,"social distancing, state of emergency",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Israel,,,,,True,False,False,False
877,,,Slovakia,"Mar 18, 2020",,"The Public Health Authority recommends taking measures when selling food and beverages (e.g. restrict sale of non-prepacked food, pack non-prepacked food, high level of personnel hygiene)",,,,"public announcement, public hygiene",,http://www.uvzsr.sk/index.php?option=com_content&view=article&id=4112:odporuania-uvz-sr-na-zabranenie-irenia-noveho-koronavirusu-sposobujuceho-ochorenie-covid-19-pri-predaji-potravin-pokrmov-a-napojov&catid=250:koronavirus-2019-ncov&Itemid=153,,,,,True,False,False,False
878,,,Slovakia,"Mar 19, 2020",,"14 day quarantine for all persons with temporary and permanent residence in the Slovak Republic, including persons living in the same household with that person. These persons are ordered to report this fact immediately to their physician",,,,"14 days, traveller quarantine",,,,,,,False,False,False,True
879,841,,Croatia,"Mar 16, 2020","Apr 01, 2020","On 16 March, Bishop of Sisak Vlado Košić relieved the believers of obligation to attend the Mass until 1 April.",,,,religious activity cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
880,842,,Croatia,"Mar 20, 2020",,"On 19 March, Croatian Bishops' Conference announced that, as of the next day, all Masses would be closed for the public.",,,,religious activity limitations,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
881,843,,Croatia,"Mar 11, 2020","Mar 31, 2020","Croatian Football Federation (HNS) on 11 March ordered that all Prva HNL matches would be played behind closed doors until 31 March. The measure applied to all competitions under HNS, as well as all UEFA qualifying matches hosted by Croatia",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
882,844,,Croatia,"Mar 11, 2020",,The same day HNS announced that Croatia national football team would not play its friendly games against Switzerland and Portugal scheduled for 26 and 30 March in Doha due to the virus pandemic in Qatar.,,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
884,850,,Croatia,"Mar 14, 2020",,"On 14 March, Croatia closed all borders with Bosnia and Herzegovina.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,Bosnia and Herzegovina,,,False,False,False,True
887,848,,Croatia,"Mar 11, 2020",,"On 11 March, after a ferry from Ancona sailed into the Port of Split, the Ancona-Split ferry line was cancelled.",,,,domestic travel limitation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,False,False,False,True
888,846,,Croatia,"Mar 13, 2020",,"On 13 March, HNS agreed with the national team manager Zlatko Dalić not to play any matches during the March international break.[40] The same day Wings for Life World Run, set to be held in Zadar, was cancelled.",,,,sport cancellation,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
889,845,,Croatia,"Mar 12, 2020","Mar 31, 2020","On 12 March, HNS decided to suspend all competitions until 31 March.",,,,"event cancellation, sport cancellation",,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,,,,True,False,False,False
890,852,,Croatia,"Mar 18, 2020",,"On 18 March, it was announced that, as of the next day, 27 border crossing stations on the border with Slovenia would be closed",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,Republic of Slovenia,,,False,False,False,True
892,854,,Croatia,"Mar 21, 2020",,"On 21 March, traffic with Slovenian regions White Carniola and Lower Carniola was completely suspended. Citizens of Croatia who work in those regions were banned from crossing the border as well.",,,,international travel ban,,https://en.wikipedia.org/wiki/2020_coronavirus_pandemic_in_Croatia,,Republic of Slovenia,,,False,False,False,True
